servicio;latitud;longitud;correlativo
348I_fmavi;-33.52101788;-70.70386444;40
348I_fmavi;-33.52055675;-70.7039523;41
348I_fmavi;-33.51938222;-70.70345553;42
348I_fmavi;-33.51918478;-70.70273031;43
348I_fmavi;-33.51967488;-70.70250305;44
348I_fmavi;-33.51990927;-70.70316441;45
348I_fmavi;-33.51673247;-70.71184425;46
348I_fmavi;-33.50952378;-70.70554452;47
348I_fmavi;-33.51172959;-70.69924691;48
348I_fmavi;-33.50227998;-70.69454115;49
348I_fmavi;-33.50608557;-70.68330145;50
348I_fmavi;-33.50825416;-70.67833765;51
348I_fmavi;-33.50835775;-70.67668181;52
348I_fmavi;-33.51084495;-70.67080878;53
348I_fmavi;-33.51339335;-70.6623743;54
348I_fmavi;-33.51769718;-70.66355481;55
348I_fmavi;-33.51825535;-70.66093849;56
348I_fmavi;-33.51766759;-70.66105645;57
348I_fmavi;-33.51714756;-70.66083118;58
348R;-33.51714756;-70.66083118;0
348R;-33.51721919;-70.66019734;1
348R;-33.51665523;-70.65988511;2
348R;-33.51612956;-70.66142539;3
348R;-33.5138645;-70.66086532;4
348R;-33.51084495;-70.67080878;5
348R;-33.50840472;-70.67654277;6
348R;-33.50825416;-70.67833765;7
348R;-33.50592894;-70.68354601;8
348R;-33.50227998;-70.69454115;9
348R;-33.51172959;-70.69924691;10
348R;-33.50952378;-70.70554452;11
348R;-33.51673247;-70.71184425;12
348R;-33.51439342;-70.71729951;13
348R;-33.50953385;-70.72305977;14
348R;-33.50922265;-70.72274141;15
348R;-33.50952435;-70.72244596;16
348R;-33.5098369;-70.72266746;17
348R;-33.51188163;-70.72736946;18
348R;-33.51084385;-70.73709149;19
348R;-33.51020119;-70.73918863;20
348R;-33.51017612;-70.7435373;21
348R;-33.51084971;-70.74373382;22
348R;-33.51066284;-70.74034976;23
348R;-33.51351849;-70.74184955;24
348R;-33.51623154;-70.74450931;25
348R;-33.5161614;-70.74756544;26
348R;-33.51042222;-70.74719167;27
348R;-33.5107119;-70.76302247;28
348R;-33.51018839;-70.76305492;29
348R;-33.5099367;-70.76363113;30
348R;-33.50890391;-70.7702845;31
348R;-33.5089353;-70.77124323;32
348R;-33.5092523;-70.77555572;33
348R;-33.51195843;-70.77550335;34
348R;-33.51205238;-70.77775524;35
348R;-33.51166652;-70.77887771;36
348R;-33.51133115;-70.78213274;37
348R;-33.50936718;-70.78450384;38
348R;-33.50869483;-70.79047536;39
348R;-33.51319062;-70.79076177;40
348R;-33.51578823;-70.79135359;41
348R;-33.51912479;-70.79135779;42
348R;-33.51991989;-70.79685426;43
348R;-33.51323356;-70.79713584;44
348R;-33.51030708;-70.79870086;45
348R;-33.50889201;-70.79865004;46
348R;-33.50711782;-70.7972462;47
348R;-33.50876435;-70.80370693;48
348RPRN;-33.51722559;-70.66173704;0
348RPRN;-33.5138645;-70.66086532;1
348RPRN;-33.51084495;-70.67080878;2
348RPRN;-33.50840472;-70.67654277;3
348RPRN;-33.50825416;-70.67833765;4
348RPRN;-33.50592894;-70.68354601;5
348RPRN;-33.50227998;-70.69454115;6
348RPRN;-33.51172959;-70.69924691;7
348RPRN;-33.50952378;-70.70554452;8
348RPRN;-33.51673247;-70.71184425;9
348RPRN;-33.51439342;-70.71729951;10
348RPRN;-33.50953385;-70.72305977;11
348RPRN;-33.50922265;-70.72274141;12
348RPRN;-33.50952435;-70.72244596;13
348RPRN;-33.5098369;-70.72266746;14
348RPRN;-33.51188163;-70.72736946;15
348RPRN;-33.51084385;-70.73709149;16
348RPRN;-33.51020119;-70.73918863;17
348RPRN;-33.51017612;-70.7435373;18
348RPRN;-33.51084971;-70.74373382;19
348RPRN;-33.51066284;-70.74034976;20
348RPRN;-33.51351849;-70.74184955;21
348RPRN;-33.51623154;-70.74450931;22
348RPRN;-33.5161614;-70.74756544;23
348RPRN;-33.51042222;-70.74719167;24
348RPRN;-33.5107119;-70.76302247;25
348RPRN;-33.51018839;-70.76305492;26
348RPRN;-33.5099367;-70.76363113;27
348RPRN;-33.50890391;-70.7702845;28
348RPRN;-33.5089353;-70.77124323;29
348RPRN;-33.5092523;-70.77555572;30
348RPRN;-33.51195843;-70.77550335;31
348RPRN;-33.51205238;-70.77775524;32
348RPRN;-33.51166652;-70.77887771;33
348RPRN;-33.51133115;-70.78213274;34
348RPRN;-33.50936718;-70.78450384;35
348RPRN;-33.50869483;-70.79047536;36
348RPRN;-33.51319062;-70.79076177;37
348RPRN;-33.51578823;-70.79135359;38
348RPRN;-33.51912479;-70.79135779;39
348RPRN;-33.51991989;-70.79685426;40
348RPRN;-33.51323356;-70.79713584;41
348RPRN;-33.51030708;-70.79870086;42
348RPRN;-33.50889201;-70.79865004;43
348RPRN;-33.50711782;-70.7972462;44
348RPRN;-33.50876435;-70.80370693;45
348RPRN_fmavi;-33.51722559;-70.66173704;0
348RPRN_fmavi;-33.5138645;-70.66086532;1
348RPRN_fmavi;-33.51084495;-70.67080878;2
348RPRN_fmavi;-33.50840472;-70.67654277;3
348RPRN_fmavi;-33.50825416;-70.67833765;4
348RPRN_fmavi;-33.50592894;-70.68354601;5
348RPRN_fmavi;-33.50227998;-70.69454115;6
348RPRN_fmavi;-33.51172959;-70.69924691;7
348RPRN_fmavi;-33.50952378;-70.70554452;8
348RPRN_fmavi;-33.51673247;-70.71184425;9
348RPRN_fmavi;-33.51439342;-70.71729951;10
348RPRN_fmavi;-33.50953385;-70.72305977;11
348RPRN_fmavi;-33.50922265;-70.72274141;12
348RPRN_fmavi;-33.50952435;-70.72244596;13
348RPRN_fmavi;-33.5098369;-70.72266746;14
348RPRN_fmavi;-33.51188163;-70.72736946;15
348RPRN_fmavi;-33.51084385;-70.73709149;16
348RPRN_fmavi;-33.51020119;-70.73918863;17
348RPRN_fmavi;-33.51017612;-70.7435373;18
348RPRN_fmavi;-33.51084971;-70.74373382;19
348RPRN_fmavi;-33.51066284;-70.74034976;20
348RPRN_fmavi;-33.51351849;-70.74184955;21
348RPRN_fmavi;-33.51623154;-70.74450931;22
348RPRN_fmavi;-33.5161614;-70.74756544;23
348RPRN_fmavi;-33.51042222;-70.74719167;24
348RPRN_fmavi;-33.5107119;-70.76302247;25
348RPRN_fmavi;-33.51018839;-70.76305492;26
348RPRN_fmavi;-33.5099367;-70.76363113;27
348RPRN_fmavi;-33.50890391;-70.7702845;28
348RPRN_fmavi;-33.5089353;-70.77124323;29
348RPRN_fmavi;-33.5092523;-70.77555572;30
348RPRN_fmavi;-33.51195843;-70.77550335;31
348RPRN_fmavi;-33.51204197;-70.77785192;32
348RPRN_fmavi;-33.51166652;-70.77887771;33
348RPRN_fmavi;-33.51133115;-70.78213274;34
348RPRN_fmavi;-33.50941411;-70.78437562;35
348RPRN_fmavi;-33.50687522;-70.78408668;36
348RPRN_fmavi;-33.50546583;-70.78801911;37
348RPRN_fmavi;-33.5052089;-70.78957468;38
348RPRN_fmavi;-33.50547917;-70.79146405;39
348RPRN_fmavi;-33.50691696;-70.79056791;40
348RPRN_fmavi;-33.50774916;-70.79039129;41
348RPRN_fmavi;-33.51319062;-70.79076177;42
348RPRN_fmavi;-33.51578823;-70.79135359;43
348RPRN_fmavi;-33.51912479;-70.79135779;44
348RPRN_fmavi;-33.51957637;-70.79442473;45
348RPRN_fmavi;-33.51622007;-70.79453843;46
348RPRN_fmavi;-33.51635812;-70.79683442;47
348RPRN_fmavi;-33.51304346;-70.79718573;48
348RPRN_fmavi;-33.51054194;-70.79867342;49
348RPRN_fmavi;-33.50889201;-70.79865004;50
348RPRN_fmavi;-33.50711782;-70.7972462;51
348RPRN_fmavi;-33.50876435;-70.80370693;52
348R_fmavi;-33.51714756;-70.66083118;0
348R_fmavi;-33.51721919;-70.66019734;1
348R_fmavi;-33.51665523;-70.65988511;2
348R_fmavi;-33.51612956;-70.66142539;3
348R_fmavi;-33.5138645;-70.66086532;4
348R_fmavi;-33.51084495;-70.67080878;5
348R_fmavi;-33.50840472;-70.67654277;6
348R_fmavi;-33.50825416;-70.67833765;7
348R_fmavi;-33.50592894;-70.68354601;8
348R_fmavi;-33.50227998;-70.69454115;9
348R_fmavi;-33.51172959;-70.69924691;10
348R_fmavi;-33.50952378;-70.70554452;11
348R_fmavi;-33.51673247;-70.71184425;12
348R_fmavi;-33.51439342;-70.71729951;13
348R_fmavi;-33.50953385;-70.72305977;14
348R_fmavi;-33.50922265;-70.72274141;15
348R_fmavi;-33.50952435;-70.72244596;16
348R_fmavi;-33.5098369;-70.72266746;17
348R_fmavi;-33.51188163;-70.72736946;18
348R_fmavi;-33.51084385;-70.73709149;19
348R_fmavi;-33.51020119;-70.73918863;20
348R_fmavi;-33.51017612;-70.7435373;21
348R_fmavi;-33.51084971;-70.74373382;22
348R_fmavi;-33.51066284;-70.74034976;23
348R_fmavi;-33.51351849;-70.74184955;24
348R_fmavi;-33.51623154;-70.74450931;25
348R_fmavi;-33.5161614;-70.74756544;26
348R_fmavi;-33.51042222;-70.74719167;27
348R_fmavi;-33.5107119;-70.76302247;28
348R_fmavi;-33.51018839;-70.76305492;29
348R_fmavi;-33.5099367;-70.76363113;30
348R_fmavi;-33.50890391;-70.7702845;31
348R_fmavi;-33.5089353;-70.77124323;32
348R_fmavi;-33.5092523;-70.77555572;33
348R_fmavi;-33.51195843;-70.77550335;34
348R_fmavi;-33.51204197;-70.77785192;35
348R_fmavi;-33.51166652;-70.77887771;36
348R_fmavi;-33.51133115;-70.78213274;37
348R_fmavi;-33.50941411;-70.78437562;38
348R_fmavi;-33.50687522;-70.78408668;39
348R_fmavi;-33.50546583;-70.78801911;40
348R_fmavi;-33.5052089;-70.78957468;41
348R_fmavi;-33.50547917;-70.79146405;42
348R_fmavi;-33.50691696;-70.79056791;43
348R_fmavi;-33.50774916;-70.79039129;44
348R_fmavi;-33.51319062;-70.79076177;45
348R_fmavi;-33.51578823;-70.79135359;46
348R_fmavi;-33.51912479;-70.79135779;47
348R_fmavi;-33.51957637;-70.79442473;48
348R_fmavi;-33.51622007;-70.79453843;49
348R_fmavi;-33.51635812;-70.79683442;50
348R_fmavi;-33.51304346;-70.79718573;51
348R_fmavi;-33.51054194;-70.79867342;52
348R_fmavi;-33.50889201;-70.79865004;53
348R_fmavi;-33.50711782;-70.7972462;54
348R_fmavi;-33.50876435;-70.80370693;55
350I;-33.55625876;-70.77833744;0
350I;-33.55870722;-70.77927087;1
350I;-33.5606423;-70.78078625;2
350I;-33.56266463;-70.77560349;3
350I;-33.566954;-70.77770572;4
350I;-33.56718782;-70.77837839;5
350I;-33.56681034;-70.77954482;6
350I;-33.56626775;-70.78027697;7
350I;-33.56541508;-70.78125049;8
350I;-33.56499385;-70.78106949;9
350I;-33.56462144;-70.78125573;10
350I;-33.56080812;-70.78617538;11
350I;-33.56016975;-70.78666848;12
350I;-33.55974977;-70.78765079;13
350I;-33.55874798;-70.78895501;14
350I;-33.55719856;-70.79071104;15
350I;-33.55662656;-70.79097927;16
350I;-33.55637751;-70.7919866;17
350I;-33.55503604;-70.79370374;18
350I;-33.55447195;-70.79404751;19
350I;-33.55404894;-70.7952343;20
350I;-33.55137582;-70.79176482;21
350I;-33.5282681;-70.75807042;22
350I;-33.52718793;-70.7560243;23
350I;-33.52731322;-70.75545616;24
350I;-33.52789097;-70.755414;25
350I;-33.52838882;-70.75655465;26
350I;-33.52810384;-70.75693651;27
350I;-33.52738093;-70.75704033;28
350I;-33.52650996;-70.75677506;29
350I;-33.5254909;-70.75550547;30
350I;-33.52505082;-70.75537813;31
350I;-33.51059903;-70.7557321;32
350I;-33.5107119;-70.76302247;33
350I;-33.51018839;-70.76305492;34
350I;-33.5099367;-70.76363113;35
350I;-33.50890391;-70.7702845;36
350I;-33.50933866;-70.77645098;37
350I;-33.50804627;-70.78104272;38
350I;-33.50546583;-70.78801911;39
350I;-33.5052089;-70.78957468;40
350I;-33.50547917;-70.79146405;41
350I;-33.50876435;-70.80370693;42
350R;-33.50876435;-70.80370693;0
350R;-33.50727155;-70.79721709;1
350R;-33.5055701;-70.7914121;2
350R;-33.5053219;-70.78924331;3
350R;-33.50933866;-70.77645098;4
350R;-33.50890391;-70.7702845;5
350R;-33.51007515;-70.76340787;6
350R;-33.5107119;-70.76302247;7
350R;-33.51053953;-70.75356707;8
350R;-33.51062901;-70.75743362;9
350R;-33.52715356;-70.75717571;10
350R;-33.5275562;-70.7573992;11
350R;-33.55392502;-70.79569487;12
350R;-33.56391971;-70.78301868;13
350R;-33.56491495;-70.78279138;14
350R;-33.56563785;-70.78206297;15
350R;-33.56567141;-70.78161123;16
350R;-33.56541508;-70.78125049;17
350R;-33.56679184;-70.77957676;18
350R;-33.56733965;-70.77785367;19
350R;-33.56248773;-70.7753629;20
350R;-33.56060463;-70.7796437;21
350R;-33.56036469;-70.78065129;22
350R;-33.55870722;-70.77927087;23
350R;-33.55625876;-70.77833744;24
350cI;-33.50554462;-70.79130393;0
350cI;-33.50531941;-70.78941549;1
350cI;-33.50547842;-70.78839613;2
350cI;-33.50804627;-70.78104272;3
350cI;-33.50933866;-70.77645098;4
350cI;-33.50890391;-70.7702845;5
350cI;-33.51007515;-70.76340787;6
350cI;-33.5107119;-70.76302247;7
350cI;-33.51053953;-70.75356707;8
350cI;-33.51062228;-70.757272;9
385I;-33.48177246;-70.73109767;0
385I;-33.47923879;-70.73106878;1
385I;-33.47606702;-70.72571124;2
385I;-33.47401403;-70.72289424;3
385I;-33.47403127;-70.72230273;4
385I;-33.47324388;-70.72185672;5
385I;-33.47216832;-70.72008147;6
385I;-33.47628859;-70.71560019;7
385I;-33.47686971;-70.71270612;8
385I;-33.47190749;-70.7115647;9
385I;-33.47262529;-70.70725302;10
385I;-33.46867896;-70.70633632;11
385I;-33.46907851;-70.70220145;12
385I;-33.46850343;-70.70205033;13
385I;-33.46850897;-70.69308719;14
385I;-33.4752326;-70.69271222;15
385I;-33.4761111;-70.69243875;16
385I;-33.47393279;-70.68751095;17
385I;-33.47085109;-70.68798923;18
385I;-33.47094096;-70.68469825;19
385I;-33.45540401;-70.68393502;20
385I;-33.45264786;-70.68501136;21
385I;-33.4478747;-70.66719035;22
385I;-33.44603524;-70.65843082;23
385I;-33.44311992;-70.64711259;24
385I;-33.45204403;-70.64673265;25
385I;-33.45887252;-70.6452479;26
385I;-33.46924227;-70.64398045;27
385I;-33.47877055;-70.64360084;28
385I;-33.47884088;-70.64169737;29
385I;-33.47717064;-70.64183804;30
385I;-33.47698196;-70.63701339;31
385I;-33.47831875;-70.63685559;32
385I;-33.47744008;-70.6309956;33
385I;-33.4805525;-70.63022527;34
385I;-33.47964884;-70.62555928;35
385I;-33.483814;-70.62428106;36
385I;-33.48445301;-70.62437908;37
385I;-33.48430916;-70.6250329;38
385I;-33.48554604;-70.62561565;39
385I;-33.48573271;-70.62513483;40
385I;-33.49169135;-70.62394381;41
385I;-33.49545498;-70.6237127;42
385I;-33.50772778;-70.62103532;43
385I;-33.51438835;-70.61995376;44
385I;-33.51341101;-70.61607057;45
385I;-33.51508951;-70.61529433;46
385I;-33.51519011;-70.6110328;47
385I;-33.5143774;-70.61111462;48
385I;-33.51429676;-70.61038104;49
385I;-33.51331696;-70.60874799;50
385I;-33.51232438;-70.60322828;51
385I;-33.51182533;-70.60276691;52
385I;-33.51101305;-70.60281653;53
385I;-33.51047497;-70.60328029;54
385I;-33.51105962;-70.60339873;55
385I;-33.51062904;-70.6039183;56
385I;-33.51201756;-70.60533272;57
385I;-33.51200472;-70.60632293;58
385I;-33.51227492;-70.60634946;59
385I;-33.51227757;-70.60614495;60
385I;-33.51202484;-70.60616182;61
385IPRN;-33.48177246;-70.73109767;0
385IPRN;-33.47923879;-70.73106878;1
385IPRN;-33.47606702;-70.72571124;2
385IPRN;-33.47401403;-70.72289424;3
385IPRN;-33.47403127;-70.72230273;4
385IPRN;-33.47324388;-70.72185672;5
385IPRN;-33.47216832;-70.72008147;6
385IPRN;-33.47628859;-70.71560019;7
385IPRN;-33.47686971;-70.71270612;8
385IPRN;-33.47190749;-70.7115647;9
385IPRN;-33.47262529;-70.70725302;10
385IPRN;-33.46867896;-70.70633632;11
385IPRN;-33.46907851;-70.70220145;12
385IPRN;-33.46850343;-70.70205033;13
385IPRN;-33.46850897;-70.69308719;14
385IPRN;-33.4752326;-70.69271222;15
385IPRN;-33.4761111;-70.69243875;16
385IPRN;-33.47393279;-70.68751095;17
385IPRN;-33.47085109;-70.68798923;18
385IPRN;-33.47094096;-70.68469825;19
385IPRN;-33.45540401;-70.68393502;20
385IPRN;-33.45264786;-70.68501136;21
385IPRN;-33.4478747;-70.66719035;22
385IPRN;-33.44603524;-70.65843082;23
385IPRN;-33.44311992;-70.64711259;24
385IPRN;-33.45204403;-70.64673265;25
385IPRN;-33.45887252;-70.6452479;26
385IPRN;-33.46924227;-70.64398045;27
385IPRN;-33.47877055;-70.64360084;28
385IPRN;-33.47884088;-70.64169737;29
385IPRN;-33.47717064;-70.64183804;30
385IPRN;-33.47698196;-70.63701339;31
385IPRN;-33.47831875;-70.63685559;32
385IPRN;-33.47744008;-70.6309956;33
385IPRN;-33.4805525;-70.63022527;34
385IPRN;-33.47964884;-70.62555928;35
385IPRN;-33.483814;-70.62428106;36
385IPRN;-33.48445301;-70.62437908;37
385IPRN;-33.48430916;-70.6250329;38
385IPRN;-33.48554604;-70.62561565;39
385IPRN;-33.48573271;-70.62513483;40
385IPRN;-33.49169135;-70.62394381;41
385IPRN;-33.49545498;-70.6237127;42
385IPRN;-33.50772778;-70.62103532;43
385IPRN;-33.51438835;-70.61995376;44
385IPRN;-33.51341101;-70.61607057;45
385IPRN;-33.51508951;-70.61529433;46
385IPRN;-33.51519011;-70.6110328;47
385IPRN;-33.5143774;-70.61111462;48
385IPRN;-33.51429676;-70.61038104;49
385IPRN;-33.51331696;-70.60874799;50
385IPRN;-33.51225393;-70.60309779;51
385IPRN;-33.51131155;-70.60274667;52
385IPRN;-33.51046512;-70.6033447;53
385IPRN;-33.51171547;-70.60289408;54
385IPRN_fmisa;-33.48177246;-70.73109767;0
385IPRN_fmisa;-33.47923879;-70.73106878;1
385IPRN_fmisa;-33.47606702;-70.72571124;2
385IPRN_fmisa;-33.47401403;-70.72289424;3
385IPRN_fmisa;-33.47403127;-70.72230273;4
385IPRN_fmisa;-33.47324388;-70.72185672;5
385IPRN_fmisa;-33.47216832;-70.72008147;6
385IPRN_fmisa;-33.47628859;-70.71560019;7
385IPRN_fmisa;-33.47686971;-70.71270612;8
385IPRN_fmisa;-33.47190749;-70.7115647;9
385IPRN_fmisa;-33.47262529;-70.70725302;10
385IPRN_fmisa;-33.46867896;-70.70633632;11
385IPRN_fmisa;-33.46878305;-70.70467053;12
385IPRN_fmisa;-33.46478258;-70.70506562;13
385IPRN_fmisa;-33.46361957;-70.70176117;14
385IPRN_fmisa;-33.46192351;-70.69852173;15
385IPRN_fmisa;-33.46216988;-70.69831135;16
385IPRN_fmisa;-33.46859618;-70.69857659;17
385IPRN_fmisa;-33.46850897;-70.69308719;18
385IPRN_fmisa;-33.4752326;-70.69271222;19
385IPRN_fmisa;-33.4761111;-70.69243875;20
385IPRN_fmisa;-33.47393279;-70.68751095;21
385IPRN_fmisa;-33.47085109;-70.68798923;22
385IPRN_fmisa;-33.47094096;-70.68469825;23
385IPRN_fmisa;-33.45540401;-70.68393502;24
385IPRN_fmisa;-33.45264786;-70.68501136;25
385IPRN_fmisa;-33.4478747;-70.66719035;26
385IPRN_fmisa;-33.44603524;-70.65843082;27
385IPRN_fmisa;-33.44311992;-70.64711259;28
385IPRN_fmisa;-33.45204403;-70.64673265;29
385IPRN_fmisa;-33.45887252;-70.6452479;30
385IPRN_fmisa;-33.46924227;-70.64398045;31
385IPRN_fmisa;-33.47877055;-70.64360084;32
385IPRN_fmisa;-33.47884088;-70.64169737;33
385IPRN_fmisa;-33.47717064;-70.64183804;34
385IPRN_fmisa;-33.47698196;-70.63701339;35
385IPRN_fmisa;-33.47831875;-70.63685559;36
385IPRN_fmisa;-33.47744008;-70.6309956;37
385IPRN_fmisa;-33.47964778;-70.63044508;38
385IPRN_fmisa;-33.47555357;-70.62632216;39
385IPRN_fmisa;-33.47538284;-70.6255872;40
385IPRN_fmisa;-33.4761633;-70.62521438;41
385IPRN_fmisa;-33.47827675;-70.62221909;42
385IPRN_fmisa;-33.47895591;-70.62200575;43
385IPRN_fmisa;-33.47964884;-70.62555928;44
385IPRN_fmisa;-33.483814;-70.62428106;45
385IPRN_fmisa;-33.48445301;-70.62437908;46
385IPRN_fmisa;-33.48430916;-70.6250329;47
385IPRN_fmisa;-33.48554604;-70.62561565;48
385IPRN_fmisa;-33.48573271;-70.62513483;49
385IPRN_fmisa;-33.49169135;-70.62394381;50
385IPRN_fmisa;-33.49545498;-70.6237127;51
385IPRN_fmisa;-33.50772778;-70.62103532;52
385IPRN_fmisa;-33.51438835;-70.61995376;53
385IPRN_fmisa;-33.51341101;-70.61607057;54
385IPRN_fmisa;-33.51508951;-70.61529433;55
385IPRN_fmisa;-33.51519011;-70.6110328;56
385IPRN_fmisa;-33.5143774;-70.61111462;57
385IPRN_fmisa;-33.51429676;-70.61038104;58
385IPRN_fmisa;-33.51331696;-70.60874799;59
385IPRN_fmisa;-33.51225393;-70.60309779;60
385IPRN_fmisa;-33.51131155;-70.60274667;61
385IPRN_fmisa;-33.51046512;-70.6033447;62
385IPRN_fmisa;-33.51171547;-70.60289408;63
385I_fmi;-33.48177246;-70.73109767;0
385I_fmi;-33.47923879;-70.73106878;1
385I_fmi;-33.47606702;-70.72571124;2
385I_fmi;-33.47401403;-70.72289424;3
385I_fmi;-33.47403127;-70.72230273;4
385I_fmi;-33.47324388;-70.72185672;5
385I_fmi;-33.47216832;-70.72008147;6
385I_fmi;-33.47628859;-70.71560019;7
385I_fmi;-33.47686971;-70.71270612;8
385I_fmi;-33.47190749;-70.7115647;9
385I_fmi;-33.47262529;-70.70725302;10
385I_fmi;-33.46867896;-70.70633632;11
385I_fmi;-33.46907851;-70.70220145;12
385I_fmi;-33.46850343;-70.70205033;13
385I_fmi;-33.46850897;-70.69308719;14
385I_fmi;-33.4752326;-70.69271222;15
385I_fmi;-33.4761111;-70.69243875;16
385I_fmi;-33.47393279;-70.68751095;17
385I_fmi;-33.47085109;-70.68798923;18
385I_fmi;-33.47094096;-70.68469825;19
385I_fmi;-33.45540401;-70.68393502;20
385I_fmi;-33.45264786;-70.68501136;21
385I_fmi;-33.4478747;-70.66719035;22
385I_fmi;-33.44603524;-70.65843082;23
385I_fmi;-33.44311992;-70.64711259;24
385I_fmi;-33.45204403;-70.64673265;25
385I_fmi;-33.45887252;-70.6452479;26
385I_fmi;-33.46924227;-70.64398045;27
385I_fmi;-33.47877055;-70.64360084;28
385I_fmi;-33.47884088;-70.64169737;29
385I_fmi;-33.47717064;-70.64183804;30
385I_fmi;-33.47698196;-70.63701339;31
385I_fmi;-33.47831875;-70.63685559;32
385I_fmi;-33.47744008;-70.6309956;33
385I_fmi;-33.47964778;-70.63044508;34
385I_fmi;-33.47555357;-70.62632216;35
385I_fmi;-33.47538284;-70.6255872;36
385I_fmi;-33.4761633;-70.62521438;37
385I_fmi;-33.47827675;-70.62221909;38
385I_fmi;-33.47895591;-70.62200575;39
385I_fmi;-33.47964884;-70.62555928;40
385I_fmi;-33.483814;-70.62428106;41
385I_fmi;-33.48445301;-70.62437908;42
385I_fmi;-33.48430916;-70.6250329;43
385I_fmi;-33.48554604;-70.62561565;44
385I_fmi;-33.48573271;-70.62513483;45
385I_fmi;-33.49169135;-70.62394381;46
385I_fmi;-33.49545498;-70.6237127;47
385I_fmi;-33.50772778;-70.62103532;48
385I_fmi;-33.51438835;-70.61995376;49
385I_fmi;-33.51341101;-70.61607057;50
385I_fmi;-33.51508951;-70.61529433;51
385I_fmi;-33.51519011;-70.6110328;52
385I_fmi;-33.5143774;-70.61111462;53
385I_fmi;-33.51429676;-70.61038104;54
385I_fmi;-33.51331696;-70.60874799;55
385I_fmi;-33.51232438;-70.60322828;56
385I_fmi;-33.51182533;-70.60276691;57
385I_fmi;-33.51101305;-70.60281653;58
385I_fmi;-33.51047497;-70.60328029;59
385I_fmi;-33.51105962;-70.60339873;60
385I_fmi;-33.51062904;-70.6039183;61
385I_fmi;-33.51201756;-70.60533272;62
385I_fmi;-33.51200472;-70.60632293;63
385I_fmi;-33.51227492;-70.60634946;64
385I_fmi;-33.51227757;-70.60614495;65
385I_fmi;-33.51202484;-70.60616182;66
385I_fmisa;-33.48177246;-70.73109767;0
385I_fmisa;-33.47923879;-70.73106878;1
385I_fmisa;-33.47606702;-70.72571124;2
385I_fmisa;-33.47401403;-70.72289424;3
385I_fmisa;-33.47403127;-70.72230273;4
385I_fmisa;-33.47324388;-70.72185672;5
385I_fmisa;-33.47216832;-70.72008147;6
385I_fmisa;-33.47628859;-70.71560019;7
385I_fmisa;-33.47686971;-70.71270612;8
385I_fmisa;-33.47190749;-70.7115647;9
385I_fmisa;-33.47262529;-70.70725302;10
385I_fmisa;-33.46867896;-70.70633632;11
385I_fmisa;-33.46879295;-70.70460616;12
385I_fmisa;-33.46473898;-70.70495717;13
385I_fmisa;-33.46361957;-70.70176117;14
385I_fmisa;-33.46192351;-70.69852173;15
385I_fmisa;-33.46216988;-70.69831135;16
385I_fmisa;-33.46859618;-70.69857659;17
385I_fmisa;-33.46850897;-70.69308719;18
385I_fmisa;-33.4752326;-70.69271222;19
385I_fmisa;-33.4761111;-70.69243875;20
385I_fmisa;-33.47393279;-70.68751095;21
385I_fmisa;-33.47085109;-70.68798923;22
385I_fmisa;-33.47094096;-70.68469825;23
385I_fmisa;-33.45540401;-70.68393502;24
385I_fmisa;-33.45264786;-70.68501136;25
385I_fmisa;-33.4478747;-70.66719035;26
385I_fmisa;-33.44603524;-70.65843082;27
385I_fmisa;-33.44311992;-70.64711259;28
385I_fmisa;-33.45204403;-70.64673265;29
385I_fmisa;-33.45887252;-70.6452479;30
385I_fmisa;-33.46924227;-70.64398045;31
385I_fmisa;-33.47877055;-70.64360084;32
385I_fmisa;-33.47884088;-70.64169737;33
385I_fmisa;-33.47717064;-70.64183804;34
385I_fmisa;-33.47698196;-70.63701339;35
385I_fmisa;-33.47831875;-70.63685559;36
385I_fmisa;-33.47744008;-70.6309956;37
385I_fmisa;-33.4805525;-70.63022527;38
385I_fmisa;-33.47964884;-70.62555928;39
385I_fmisa;-33.483814;-70.62428106;40
385I_fmisa;-33.48445301;-70.62437908;41
385I_fmisa;-33.48430916;-70.6250329;42
385I_fmisa;-33.48554604;-70.62561565;43
385I_fmisa;-33.48573271;-70.62513483;44
385I_fmisa;-33.49169135;-70.62394381;45
385I_fmisa;-33.49545498;-70.6237127;46
385I_fmisa;-33.50772778;-70.62103532;47
385I_fmisa;-33.51438835;-70.61995376;48
385I_fmisa;-33.51341101;-70.61607057;49
385I_fmisa;-33.51508951;-70.61529433;50
385I_fmisa;-33.51519011;-70.6110328;51
385I_fmisa;-33.5143774;-70.61111462;52
385I_fmisa;-33.51429676;-70.61038104;53
385I_fmisa;-33.51331696;-70.60874799;54
385I_fmisa;-33.51232438;-70.60322828;55
385I_fmisa;-33.51182533;-70.60276691;56
385I_fmisa;-33.51101305;-70.60281653;57
385I_fmisa;-33.51047497;-70.60328029;58
385I_fmisa;-33.51105962;-70.60339873;59
385I_fmisa;-33.51062904;-70.6039183;60
385I_fmisa;-33.51201756;-70.60533272;61
385I_fmisa;-33.51200472;-70.60632293;62
385I_fmisa;-33.51227492;-70.60634946;63
385I_fmisa;-33.51227757;-70.60614495;64
385I_fmisa;-33.51202484;-70.60616182;65
385R;-33.51202484;-70.60616182;0
385R;-33.51227492;-70.60634946;1
385R;-33.51251353;-70.60603089;2
385R;-33.51227159;-70.60451921;3
