servicio;latitud;longitud;correlativo
B25RPRN;-33.38883683;-70.65741883;17
B25RPRN;-33.38674942;-70.6570567;18
B25RPRN;-33.37840697;-70.65776911;19
B25RPRN;-33.37730474;-70.65724299;20
B25RPRN;-33.37679229;-70.65644859;21
B25RPRN;-33.38042296;-70.64656348;22
B25RPRN;-33.3809404;-70.64562728;23
B25RPRN;-33.38116481;-70.64570675;24
B25RPRN;-33.38109534;-70.64754361;25
B26I;-33.36938186;-70.68970218;0
B26I;-33.36763974;-70.68981896;1
B26I;-33.36769849;-70.69146451;2
B26I;-33.37412235;-70.69125567;3
B26I;-33.37848978;-70.68841647;4
B26I;-33.37853636;-70.68963202;5
B26I;-33.37882458;-70.6896591;6
B26I;-33.3857291;-70.68659993;7
B26I;-33.3862621;-70.68586847;8
B26I;-33.3885871;-70.68466632;9
B26I;-33.39160153;-70.68316563;10
B26I;-33.39263036;-70.68311021;11
B26I;-33.39631851;-70.68113857;12
B26I;-33.39804436;-70.67822589;13
B26I;-33.40046135;-70.67688538;14
B26I;-33.40246848;-70.68250428;15
B26I;-33.40612041;-70.68054246;16
B26I;-33.41822021;-70.67874306;17
B26I;-33.42022363;-70.67730829;18
B26I;-33.42201791;-70.67466493;19
B26I;-33.42613937;-70.67131324;20
B26I;-33.42818558;-70.67205156;21
B26I;-33.42694163;-70.67601785;22
B26I;-33.42680552;-70.67741339;23
B26I;-33.42758813;-70.67955798;24
B26I;-33.42901683;-70.68060726;25
B26I;-33.43318332;-70.68060154;26
B26I;-33.44634752;-70.6794462;27
B26I;-33.44630072;-70.67824046;28
B26I;-33.45097807;-70.67780342;29
B26I;-33.45459036;-70.67809894;30
B26R;-33.45459036;-70.67809894;0
B26R;-33.45383363;-70.67470621;1
B26R;-33.44813459;-70.67600591;2
B26R;-33.44814085;-70.67621043;3
B26R;-33.44330486;-70.67637556;4
B26R;-33.44365862;-70.67955573;5
B26R;-33.4433688;-70.67964696;6
B26R;-33.43304881;-70.68054517;7
B26R;-33.43224459;-70.67132273;8
B26R;-33.42797224;-70.67182161;9
B26R;-33.42548367;-70.67111784;10
B26R;-33.42160608;-70.67444194;11
B26R;-33.41932946;-70.67740939;12
B26R;-33.41780228;-70.67830486;13
B26R;-33.40606313;-70.68011126;14
B26R;-33.40294839;-70.68169637;15
B26R;-33.40120617;-70.67649112;16
B26R;-33.39804436;-70.67822589;17
B26R;-33.39632084;-70.6809666;18
B26R;-33.39263036;-70.68311021;19
B26R;-33.39123856;-70.68333064;20
B26R;-33.3862621;-70.68586847;21
B26R;-33.38554035;-70.68655329;22
B26R;-33.37876205;-70.68961489;23
B26R;-33.37853636;-70.68963202;24
B26R;-33.37848978;-70.68841647;25
B26R;-33.37412235;-70.69125567;26
B26R;-33.36769849;-70.69146451;27
B26R;-33.36763974;-70.68981896;28
B26R;-33.36938186;-70.68970218;29
B27I;-33.38109534;-70.64754361;0
B27I;-33.38065122;-70.65854267;1
B27I;-33.37987696;-70.66316093;2
B27I;-33.37967932;-70.66847807;3
B27I;-33.38623888;-70.66689412;4
B27I;-33.38628231;-70.66970073;5
B27I;-33.39721422;-70.66688866;6
B27I;-33.39756543;-70.66893815;7
B27I;-33.39853726;-70.67110706;8
B27I;-33.39887907;-70.67251132;9
B27I;-33.39970416;-70.67218307;10
B27I;-33.39800871;-70.66950571;11
B27I;-33.40122461;-70.66575028;12
B27I;-33.40571526;-70.66175005;13
B27I;-33.40696637;-70.66125775;14
B27I;-33.40714315;-70.66085251;15
B27I;-33.41734709;-70.65648711;16
B27I;-33.42411143;-70.65508842;17
B27I;-33.43165244;-70.65292985;18
B27I;-33.43579071;-70.63464738;19
B27I;-33.43550386;-70.63314688;20
B27I;-33.43339842;-70.6286652;21
B27I;-33.43147029;-70.62646727;22
B27I;-33.43252421;-70.62518547;23
B27I_fdo;-33.38109534;-70.64754361;0
B27I_fdo;-33.38065122;-70.65854267;1
B27I_fdo;-33.37987696;-70.66316093;2
B27I_fdo;-33.37967932;-70.66847807;3
B27I_fdo;-33.37915153;-70.67151002;4
B27I_fdo;-33.39721422;-70.66688866;5
B27I_fdo;-33.39756543;-70.66893815;6
B27I_fdo;-33.39853726;-70.67110706;7
B27I_fdo;-33.39887907;-70.67251132;8
B27I_fdo;-33.39970416;-70.67218307;9
B27I_fdo;-33.39800871;-70.66950571;10
B27I_fdo;-33.40122461;-70.66575028;11
B27I_fdo;-33.40571526;-70.66175005;12
B27I_fdo;-33.40696637;-70.66125775;13
B27I_fdo;-33.40714315;-70.66085251;14
B27I_fdo;-33.41734709;-70.65648711;15
B27I_fdo;-33.42411143;-70.65508842;16
B27I_fdo;-33.43165244;-70.65292985;17
B27I_fdo;-33.43579071;-70.63464738;18
B27I_fdo;-33.43550386;-70.63314688;19
B27I_fdo;-33.43339842;-70.6286652;20
B27I_fdo;-33.43147029;-70.62646727;21
B27I_fdo;-33.43241432;-70.62531249;22
B27R;-33.43241432;-70.62531249;0
B27R;-33.4344677;-70.62758806;1
B27R;-33.43615905;-70.63133058;2
B27R;-33.43666302;-70.63278137;3
B27R;-33.43689793;-70.6368517;4
B27R;-33.43689108;-70.64010001;5
B27R;-33.43654567;-70.64303;6
B27R;-33.43548302;-70.64495684;7
B27R;-33.43578477;-70.64736118;8
B27R;-33.43417607;-70.64762119;9
B27R;-33.43346696;-70.64804878;10
B27R;-33.4325522;-70.6517315;11
B27R;-33.4233536;-70.65105177;12
B27R;-33.41835043;-70.65022577;13
B27R;-33.41777698;-70.65062358;14
B27R;-33.41755944;-70.652738;15
B27R;-33.41519595;-70.65279;16
B27R;-33.41484988;-70.65439649;17
B27R;-33.40920284;-70.65451521;18
B27R;-33.40906839;-70.65648045;19
B27R;-33.40533402;-70.65721599;20
B27R;-33.40613762;-70.6611882;21
B27R;-33.40600809;-70.66143305;22
B27R;-33.40140839;-70.66549574;23
B27R;-33.39792959;-70.66935367;24
B27R;-33.39736792;-70.66685934;25
B27R;-33.38628231;-70.66970073;26
B27R;-33.38632003;-70.66689567;27
B27R;-33.38385;-70.66749351;28
B27R;-33.3836554;-70.6672103;29
B27R;-33.38298972;-70.66775658;30
B27R;-33.37967932;-70.66847807;31
B27R;-33.37987696;-70.66316093;32
B27R;-33.38065122;-70.65854267;33
B27R;-33.38095791;-70.65177632;34
B27R;-33.38103744;-70.64918719;35
B27R;-33.38005754;-70.6489537;36
B27R;-33.38046952;-70.64781129;37
B27RPRN;-33.43241432;-70.62531249;0
B27RPRN;-33.4344677;-70.62758806;1
B27RPRN;-33.43615905;-70.63133058;2
B27RPRN;-33.43666302;-70.63278137;3
B27RPRN;-33.43689793;-70.6368517;4
B27RPRN;-33.43689108;-70.64010001;5
B27RPRN;-33.43654567;-70.64303;6
B27RPRN;-33.43548302;-70.64495684;7
B27RPRN;-33.43578477;-70.64736118;8
B27RPRN;-33.43417607;-70.64762119;9
B27RPRN;-33.43346696;-70.64804878;10
B27RPRN;-33.4325522;-70.6517315;11
B27RPRN;-33.4233536;-70.65105177;12
B27RPRN;-33.41835043;-70.65022577;13
B27RPRN;-33.41777698;-70.65062358;14
B27RPRN;-33.41755944;-70.652738;15
B27RPRN;-33.41519595;-70.65279;16
B27RPRN;-33.41484988;-70.65439649;17
B27RPRN;-33.40920284;-70.65451521;18
B27RPRN;-33.40906839;-70.65648045;19
B27RPRN;-33.40533402;-70.65721599;20
B27RPRN;-33.40613762;-70.6611882;21
B27RPRN;-33.40600809;-70.66143305;22
B27RPRN;-33.40140839;-70.66549574;23
B27RPRN;-33.39792959;-70.66935367;24
B27RPRN;-33.39736792;-70.66685934;25
B27RPRN;-33.38628231;-70.66970073;26
B27RPRN;-33.38632003;-70.66689567;27
B27RPRN;-33.38385;-70.66749351;28
B27RPRN;-33.3836554;-70.6672103;29
B27RPRN;-33.38298972;-70.66775658;30
B27RPRN;-33.37967932;-70.66847807;31
B27RPRN;-33.37987696;-70.66316093;32
B27RPRN;-33.38065122;-70.65854267;33
B27RPRN;-33.38103744;-70.64918719;34
B27RPRN;-33.37962791;-70.6487091;35
B27RPRN;-33.3809404;-70.64562728;36
B27RPRN;-33.38116481;-70.64570675;37
B27RPRN;-33.38109534;-70.64754361;38
B27R_fdo;-33.43231655;-70.62520311;0
B27R_fdo;-33.4344677;-70.62758806;1
B27R_fdo;-33.43615905;-70.63133058;2
B27R_fdo;-33.43666302;-70.63278137;3
B27R_fdo;-33.43689793;-70.6368517;4
B27R_fdo;-33.43689108;-70.64010001;5
B27R_fdo;-33.43654567;-70.64303;6
B27R_fdo;-33.43548302;-70.64495684;7
B27R_fdo;-33.43578477;-70.64736118;8
B27R_fdo;-33.43417607;-70.64762119;9
B27R_fdo;-33.43346696;-70.64804878;10
B27R_fdo;-33.4325522;-70.6517315;11
B27R_fdo;-33.4233536;-70.65105177;12
B27R_fdo;-33.41835043;-70.65022577;13
B27R_fdo;-33.41777698;-70.65062358;14
B27R_fdo;-33.41755944;-70.652738;15
B27R_fdo;-33.41519595;-70.65279;16
B27R_fdo;-33.41484988;-70.65439649;17
B27R_fdo;-33.40920284;-70.65451521;18
B27R_fdo;-33.40906839;-70.65648045;19
B27R_fdo;-33.40533402;-70.65721599;20
B27R_fdo;-33.40613762;-70.6611882;21
B27R_fdo;-33.40600809;-70.66143305;22
B27R_fdo;-33.40140839;-70.66549574;23
B27R_fdo;-33.39792959;-70.66935367;24
B27R_fdo;-33.39728663;-70.66686854;25
B27R_fdo;-33.37915153;-70.67151002;26
B27R_fdo;-33.37967932;-70.66847807;27
B27R_fdo;-33.37987696;-70.66316093;28
B27R_fdo;-33.38065122;-70.65854267;29
B27R_fdo;-33.38103744;-70.64918719;30
B27R_fdo;-33.38005754;-70.6489537;31
B27R_fdo;-33.38046952;-70.64781129;32
B28I;-33.38895197;-70.69561726;0
B28I;-33.39398666;-70.69411314;1
B28I;-33.39340701;-70.70088573;2
B28I;-33.3838931;-70.69625001;3
B28I;-33.38373616;-70.6965157;4
B28I;-33.39372495;-70.70137572;5
B28I;-33.39494473;-70.70120597;6
B28I;-33.39765502;-70.69953856;7
B28I;-33.39886206;-70.70227147;8
B28I;-33.40009011;-70.70149979;9
B28I;-33.40067396;-70.70298417;10
B28I;-33.40320204;-70.70145294;11
B28I;-33.40334529;-70.70284276;12
B28I;-33.40740331;-70.70548108;13
B28I;-33.40856989;-70.70590174;14
B28I;-33.40930621;-70.70285157;15
B28I;-33.41170931;-70.69925315;16
B28I;-33.41339887;-70.69770531;17
B28I;-33.41427509;-70.6962814;18
B28I;-33.41589577;-70.6971302;19
B28I;-33.41573813;-70.69810571;20
B28I;-33.42166931;-70.69765122;21
B28I;-33.42287484;-70.69456662;22
B28I;-33.42321661;-70.69199216;23
B28I;-33.43172751;-70.69348028;24
B28I;-33.4317024;-70.69201702;25
B28I;-33.43272386;-70.6872075;26
B28I;-33.43304881;-70.68054517;27
B28I;-33.44156315;-70.67979502;28
B28I;-33.44111502;-70.67559121;29
B28I;-33.44599143;-70.67510408;30
B28I;-33.44950078;-70.6743432;31
B28I;-33.45071847;-70.67899257;32
B28I;-33.43375307;-70.68048345;33
B28I;-33.43416396;-70.68675136;34
B28I;-33.43395268;-70.6923296;35
B28I;-33.43010396;-70.6921796;36
B28I;-33.42698252;-70.69160277;37
B28I;-33.42650816;-70.69398118;38
B28I;-33.42300462;-70.69298822;39
B28I;-33.4222972;-70.69592122;40
B28I;-33.41692647;-70.69627919;41
B28I;-33.4162271;-70.69664197;42
B28I;-33.41589577;-70.6971302;43
B28I;-33.41579523;-70.6992037;44
B28I;-33.41152502;-70.6995399;45
B28I;-33.40920452;-70.70303238;46
B28I;-33.4086299;-70.7054728;47
B28I;-33.40562734;-70.70412382;48
B28I;-33.40285606;-70.70234937;49
B28I;-33.40065442;-70.69848953;50
B28I;-33.40026651;-70.69718102;51
B28I;-33.40060436;-70.69687579;52
B28I;-33.40076105;-70.6972874;53
B28I;-33.39483195;-70.70088124;54
B28I;-33.39408084;-70.70107087;55
B28I;-33.39340701;-70.70088573;56
B28I;-33.39398666;-70.69411314;57
B28I;-33.38895197;-70.69561726;58
B28I_fjudo;-33.38895197;-70.69561726;0
B28I_fjudo;-33.39398666;-70.69411314;1
B28I_fjudo;-33.39340701;-70.70088573;2
B28I_fjudo;-33.3838931;-70.69625001;3
B28I_fjudo;-33.38373616;-70.6965157;4
B28I_fjudo;-33.39372495;-70.70137572;5
B28I_fjudo;-33.39494473;-70.70120597;6
B28I_fjudo;-33.39765502;-70.69953856;7
B28I_fjudo;-33.39886206;-70.70227147;8
B28I_fjudo;-33.40009011;-70.70149979;9
B28I_fjudo;-33.40067396;-70.70298417;10
B28I_fjudo;-33.40320204;-70.70145294;11
B28I_fjudo;-33.40334529;-70.70284276;12
B28I_fjudo;-33.40740331;-70.70548108;13
B28I_fjudo;-33.40856989;-70.70590174;14
B28I_fjudo;-33.40930621;-70.70285157;15
B28I_fjudo;-33.41170931;-70.69925315;16
B28I_fjudo;-33.41339887;-70.69770531;17
B28I_fjudo;-33.41427509;-70.6962814;18
B28I_fjudo;-33.41589577;-70.6971302;19
B28I_fjudo;-33.41573813;-70.69810571;20
B28I_fjudo;-33.42166931;-70.69765122;21
B28I_fjudo;-33.42287484;-70.69456662;22
B28I_fjudo;-33.42321661;-70.69199216;23
B28I_fjudo;-33.43172751;-70.69348028;24
B28I_fjudo;-33.4317024;-70.69201702;25
B28I_fjudo;-33.43272386;-70.6872075;26
B28I_fjudo;-33.43304881;-70.68054517;27
B28I_fjudo;-33.44156315;-70.67979502;28
B28I_fjudo;-33.44134027;-70.67760708;29
B28I_fjudo;-33.44618906;-70.67716256;30
B28I_fjudo;-33.44599143;-70.67510408;31
B28I_fjudo;-33.44950078;-70.6743432;32
B28I_fjudo;-33.45071847;-70.67899257;33
B28I_fjudo;-33.43375307;-70.68048345;34
B28I_fjudo;-33.43416396;-70.68675136;35
B28I_fjudo;-33.43395268;-70.6923296;36
B28I_fjudo;-33.43010396;-70.6921796;37
B28I_fjudo;-33.42698252;-70.69160277;38
B28I_fjudo;-33.42650816;-70.69398118;39
B28I_fjudo;-33.42300462;-70.69298822;40
B28I_fjudo;-33.4222972;-70.69592122;41
B28I_fjudo;-33.41692647;-70.69627919;42
B28I_fjudo;-33.4159237;-70.69706622;43
B28I_fjudo;-33.41575752;-70.69866528;44
B28I_fjudo;-33.4123809;-70.69894363;45
B28I_fjudo;-33.41242792;-70.69946071;46
B28I_fjudo;-33.41152502;-70.6995399;47
B28I_fjudo;-33.40920452;-70.70303238;48
B28I_fjudo;-33.4086299;-70.7054728;49
B28I_fjudo;-33.40562734;-70.70412382;50
B28I_fjudo;-33.40285606;-70.70234937;51
B28I_fjudo;-33.40065442;-70.69848953;52
B28I_fjudo;-33.40026651;-70.69718102;53
B28I_fjudo;-33.40060436;-70.69687579;54
B28I_fjudo;-33.40076105;-70.6972874;55
B28I_fjudo;-33.39483195;-70.70088124;56
B28I_fjudo;-33.39408084;-70.70107087;57
B28I_fjudo;-33.39340701;-70.70088573;58
B28I_fjudo;-33.39398666;-70.69411314;59
B28I_fjudo;-33.38895197;-70.69561726;60
B29I;-33.40017312;-70.72162864;0
B29I;-33.39612913;-70.72320456;1
B29I;-33.3963456;-70.72644495;2
B29I;-33.39676426;-70.72681877;3
B29I;-33.39837717;-70.72691519;4
B29I;-33.39887175;-70.72831193;5
B29I;-33.40065136;-70.73003519;6
B29I;-33.40109223;-70.73010844;7
B29I;-33.40108775;-70.73107601;8
B29I;-33.40189736;-70.7312211;9
B29I;-33.40191771;-70.72393171;10
B29I;-33.40138623;-70.7206419;11
B29I;-33.40242997;-70.71234043;12
B29I;-33.40339094;-70.70935945;13
B29I;-33.40479443;-70.70960198;14
B29I;-33.40434651;-70.70676537;15
B29I;-33.40447732;-70.70577872;16
B29I;-33.40604323;-70.70273412;17
B29I;-33.40882256;-70.69404632;18
B29I;-33.41197783;-70.69280645;19
B29I;-33.41493495;-70.69220787;20
B29I;-33.41561752;-70.69109197;21
B29I;-33.41716028;-70.68574495;22
B29I;-33.42001103;-70.67769136;23
B29I;-33.42178932;-70.67489714;24
B29I;-33.42575824;-70.67148877;25
B29I;-33.42859108;-70.66335828;26
B29I;-33.42965293;-70.66218468;27
B29I;-33.43207952;-70.66213414;28
B29I;-33.43211925;-70.66118839;29
B29I;-33.43456862;-70.66078332;30
B29I;-33.43451497;-70.65872789;31
B29I;-33.43697234;-70.65839818;32
B29R;-33.43697234;-70.65839818;0
B29R;-33.43712623;-70.65970263;1
B29R;-33.43251845;-70.66033554;2
B29R;-33.4314491;-70.66072388;3
B29R;-33.42932637;-70.66030701;4
B29R;-33.42811377;-70.66061733;5
B29R;-33.42844436;-70.6621939;6
B29R;-33.42827097;-70.66301875;7
B29R;-33.42513498;-70.67156286;8
B29R;-33.42160608;-70.67444194;9
B29R;-33.41991462;-70.67681841;10
B29R;-33.41851003;-70.6779851;11
B29R;-33.41739511;-70.67840457;12
B29R;-33.41383426;-70.6789705;13
B29R;-33.40563576;-70.7035111;14
B29R;-33.40465513;-70.70530909;15
B29R;-33.40401973;-70.70560849;16
B29R;-33.40352002;-70.70653416;17
B29R;-33.40368213;-70.70851573;18
B29R;-33.40242997;-70.71234043;19
B29R;-33.40136834;-70.72063079;20
B29R;-33.40070788;-70.7214349;21
B29R;-33.40107192;-70.72638792;22
B29R;-33.40105542;-70.73016147;23
B29R;-33.40065136;-70.73003519;24
B29R;-33.39887175;-70.72831193;25
B29R;-33.39837717;-70.72691519;26
B29R;-33.39676426;-70.72681877;27
B29R;-33.39633749;-70.72638028;28
B29R;-33.39612913;-70.72320456;29
B29R;-33.40017312;-70.72162864;30
B30NI;-33.39413042;-70.7595892;0
B30NI;-33.39740004;-70.76113878;1
B30NI;-33.3996277;-70.7553994;2
B30NI;-33.39766576;-70.75447833;3
B30NI;-33.39722683;-70.75363091;4
B30NI;-33.39879859;-70.74769543;5
B30NI;-33.39942164;-70.7469983;6
B30NI;-33.40404129;-70.7449081;7
B30NI;-33.40571002;-70.7455221;8
B30NI;-33.40724796;-70.73811211;9
B30NI;-33.40646455;-70.73609655;10
B30NI;-33.40738656;-70.73207193;11
B30NI;-33.40648305;-70.72766699;12
B30NI;-33.4066809;-70.72121941;13
B30NI;-33.40650685;-70.71816227;14
B30NI;-33.40413117;-70.71779293;15
B30NI;-33.40160081;-70.71817319;16
B30NI;-33.40242997;-70.71234043;17
B30NI;-33.40339094;-70.70935945;18
B30NI;-33.40479443;-70.70960198;19
B30NI;-33.40434651;-70.70676537;20
B30NI;-33.40447732;-70.70577872;21
B30NI;-33.40604323;-70.70273412;22
B30NI;-33.41405938;-70.67832963;23
B30NI;-33.41616619;-70.67658504;24
B30NI;-33.4188457;-70.67249621;25
B30NI;-33.42199991;-70.66528666;26
B30NI;-33.42122673;-70.66040013;27
B30NI;-33.42283819;-70.6599361;28
B30NI;-33.42194915;-70.65560661;29
B30NI;-33.43165244;-70.65292985;30
B30NI;-33.43262147;-70.64855984;31
B30NI;-33.43412156;-70.64900769;32
B30NI;-33.44304051;-70.6476597;33
B30NI;-33.44311992;-70.64711259;34
B30NI;-33.44549199;-70.64709289;35
B30NI;-33.44519628;-70.64559202;36
B30NR;-33.44519628;-70.64559202;0
B30NR;-33.44293343;-70.64621622;1
B30NR;-33.43432089;-70.64758091;2
B30NR;-33.43346696;-70.64804878;3
B30NR;-33.42201136;-70.64483173;4
B30NR;-33.42076248;-70.65532598;5
B30NR;-33.4205219;-70.65578385;6
B30NR;-33.42199991;-70.66528666;7
B30NR;-33.4188457;-70.67249621;8
B30NR;-33.41626783;-70.67640418;9
B30NR;-33.41402593;-70.67813542;10
B30NR;-33.40601026;-70.70250768;11
B30NR;-33.40465513;-70.70530909;12
B30NR;-33.40401973;-70.70560849;13
B30NR;-33.40352002;-70.70653416;14
B30NR;-33.40368213;-70.70851573;15
B30NR;-33.40242997;-70.71234043;16
B30NR;-33.40338812;-70.71283233;17
B30NR;-33.40411552;-70.71762058;18
B30NR;-33.40433302;-70.72079677;19
B30NR;-33.40664283;-70.72071329;20
B30NR;-33.40647916;-70.72794648;21
B30NR;-33.40730557;-70.73205957;22
B30NR;-33.40638386;-70.73606269;23
B30NR;-33.40714743;-70.73820688;24
B30NR;-33.40561266;-70.74539112;25
B30NR;-33.4038712;-70.74481868;26
B30NR;-33.40052835;-70.74653663;27
B30NR;-33.39954172;-70.74679642;28
B30NR;-33.39879859;-70.74769543;29
B30NR;-33.39722683;-70.75363091;30
B30NR;-33.39766576;-70.75447833;31
B30NR;-33.3996277;-70.7553994;32
B30NR;-33.39740004;-70.76113878;33
B30NR;-33.39413042;-70.7595892;34
B31NI;-33.44519628;-70.64559202;0
B31NI;-33.44293343;-70.64621622;1
B31NI;-33.43432089;-70.64758091;2
B31NI;-33.43346696;-70.64804878;3
B31NI;-33.41825492;-70.64383603;4
B31NI;-33.40356572;-70.64303241;5
B31NI;-33.39478594;-70.65426342;6
B31NI;-33.39177806;-70.65732416;7
B31NI;-33.38883683;-70.65741883;8
B31NI;-33.38674942;-70.6570567;9
B31NI;-33.38068117;-70.65765103;10
B31NI;-33.37987696;-70.66316093;11
B31NI;-33.37963878;-70.66881052;12
B31NI;-33.37915153;-70.67151002;13
B31NI;-33.37881943;-70.67206262;14
B31NI;-33.37909357;-70.67246559;15
B31NI;-33.37523737;-70.67687398;16
B31NI;-33.37286539;-70.68421262;17
B31NI;-33.37387285;-70.68705891;18
B31NI;-33.3741367;-70.69549088;19
B31NI;-33.37051543;-70.69717255;20
B31NI;-33.36970292;-70.698554;21
B31NI;-33.36544873;-70.70035212;22
B31NI;-33.36516258;-70.7001746;23
B31NI;-33.36511364;-70.69979748;24
B31NI;-33.36539754;-70.69948058;25
B31NI;-33.36578317;-70.69963855;26
B31NI;-33.36623551;-70.70085107;27
B31NI;-33.36889207;-70.70507296;28
B31NI;-33.36882601;-70.70528663;29
B31NI;-33.36563175;-70.70607335;30
B31NI;-33.36624462;-70.71134086;31
B31NI;-33.3673944;-70.71624283;32
B31NI;-33.36734981;-70.71751018;33
B31NI;-33.36657705;-70.72121365;34
B31NI;-33.3545629;-70.72069768;35
B31NI;-33.35279553;-70.72911989;36
B31NI;-33.35665337;-70.72926067;37
B31NI;-33.35098325;-70.73942134;38
B31NI;-33.35583748;-70.73795971;39
B31NI;-33.35448064;-70.7498071;40
B31NI;-33.354899;-70.74955757;41
B31NI;-33.35597095;-70.75220109;42
B31NI;-33.3609916;-70.74981922;43
B31NI;-33.36312645;-70.76146879;44
B31NI;-33.36238597;-70.76217391;45
B31NR;-33.36238597;-70.76217391;0
B31NR;-33.36312645;-70.76146879;1
B31NR;-33.36103106;-70.74893877;2
B31NR;-33.35579609;-70.75181072;3
B31NR;-33.354899;-70.74955757;4
B31NR;-33.35448064;-70.7498071;5
B31NR;-33.35583748;-70.73795971;6
B31NR;-33.35137378;-70.73922494;7
B31NR;-33.35697944;-70.72915966;8
B31NR;-33.35283324;-70.72900243;9
B31NR;-33.35460693;-70.72077377;10
B31NR;-33.36151049;-70.72109237;11
B31NR;-33.36286103;-70.71864713;12
B31NR;-33.36691509;-70.71959742;13
B31NR;-33.3673944;-70.71624283;14
B31NR;-33.36590355;-70.70925992;15
B31NR;-33.36592027;-70.70739018;16
B31NR;-33.36538121;-70.70461755;17
B31NR;-33.36562219;-70.70217182;18
B31NR;-33.36709308;-70.70144814;19
B31NR;-33.36753155;-70.7003819;20
B31NR;-33.36826371;-70.69960081;21
B31NR;-33.37460755;-70.69667162;22
B31NR;-33.3742545;-70.69545017;23
B31NR;-33.3739729;-70.68699635;24
B31NR;-33.37296398;-70.68425752;25
B31NR;-33.37536577;-70.67671521;26
B31NR;-33.37941463;-70.67206326;27
B31NR;-33.37913962;-70.67172477;28
B31NR;-33.37967932;-70.66847807;29
B31NR;-33.37987696;-70.66316093;30
B31NR;-33.38068117;-70.65765103;31
B31NR;-33.38545797;-70.65719345;32
B31NR;-33.38883683;-70.65741883;33
B31NR;-33.39190558;-70.65722982;34
B31NR;-33.39478594;-70.65426342;35
B31NR;-33.40356572;-70.64303241;36
B31NR;-33.41631789;-70.64369199;37
B31NR;-33.41927989;-70.64407044;38
B31NR;-33.43069746;-70.64743713;39
B31NR;-33.43187728;-70.64823385;40
B31NR;-33.43388714;-70.64900326;41
B31NR;-33.44304051;-70.6476597;42
B31NR;-33.44311992;-70.64711259;43
B31NR;-33.44549199;-70.64709289;44
B31NR;-33.44519628;-70.64559202;45
C01I;-33.43111952;-70.58530914;0
C01I;-33.43068916;-70.58581759;1
C01I;-33.43041584;-70.58532861;2
C01I;-33.42924687;-70.58082228;3
C01I;-33.42575452;-70.57674728;4
C01I;-33.42350832;-70.57892217;5
C01I;-33.41931178;-70.58198647;6
C01I;-33.41586363;-70.58364456;7
C01I;-33.41549866;-70.58256254;8
C01I;-33.4137858;-70.5832197;9
C01I;-33.41267391;-70.58059717;10
C01I;-33.41033816;-70.57279099;11
C01I;-33.40731642;-70.5614137;12
C01I;-33.40428121;-70.55678956;13
C01I;-33.40154159;-70.55519236;14
C01I;-33.39995376;-70.55307818;15
C01I;-33.39591607;-70.5492648;16
C01I;-33.39533051;-70.54849105;17
C01I;-33.39428538;-70.54551589;18
C01I;-33.39146807;-70.54217621;19
C01I;-33.38607784;-70.53758737;20
C01I;-33.38414671;-70.53403808;21
C01I;-33.37715245;-70.5271217;22
C01I;-33.3720589;-70.51592931;23
C01I;-33.37079712;-70.51142528;24
C01I;-33.37004165;-70.50605949;25
C01I;-33.36956541;-70.50442828;26
C01I;-33.36716534;-70.49930311;27
C01I;-33.36364003;-70.49398702;28
C01I;-33.36295233;-70.49342714;29
C01I;-33.36221412;-70.4933178;30
C01I;-33.36196058;-70.49415177;31
C01I;-33.36187399;-70.4968479;32
C01I;-33.36246794;-70.49844871;33
C01I;-33.36257455;-70.50156732;34
C01I;-33.36226335;-70.50269046;35
C01I;-33.36144256;-70.50269784;36
C01I;-33.36115771;-70.50313359;37
C01I;-33.36250084;-70.50839073;38
C01I;-33.35725743;-70.51017021;39
C01I;-33.3550171;-70.51121691;40
C01I;-33.3529754;-70.51076252;41
C01I;-33.35374952;-70.50791734;42
C01I;-33.35401846;-70.50805094;43
C01I;-33.35495227;-70.50764793;44
C01I;-33.35440303;-70.50757398;45
C01I;-33.35368684;-70.50490726;46
C01I;-33.35394582;-70.5043744;47
C01I;-33.35684537;-70.50325288;48
C01I;-33.3561388;-70.50127408;49
C01I;-33.35596769;-70.50050813;50
C01I;-33.35610775;-70.5001129;51
C01I;-33.35646135;-70.49995777;52
C01I;-33.35661482;-70.50069118;53
C01I;-33.35702621;-70.50097766;54
C01I;-33.35921754;-70.50099379;55
C01I;-33.36001725;-70.50049166;56
C01I;-33.35981298;-70.50023022;57
C01I;-33.35905259;-70.50046435;58
C01I;-33.35734868;-70.50041361;59
C01I;-33.35750684;-70.49926641;60
C01I;-33.35716433;-70.49924979;61
C01I;-33.35572398;-70.50052544;62
C01I;-33.35548206;-70.50188611;63
C01I;-33.35608831;-70.5024661;64
C01I;-33.35570518;-70.50282491;65
C01I;-33.35503426;-70.50237276;66
C01I;-33.35544321;-70.5013696;67
C01I;-33.35525848;-70.50023804;68
C01I;-33.35441163;-70.49941751;69
C01I;-33.35372791;-70.49927683;70
C01I;-33.35384051;-70.50040714;71
C01R;-33.35384051;-70.50040714;0
C01R;-33.35357103;-70.5018103;1
C01R;-33.35482921;-70.5021758;2
C01R;-33.35516782;-70.50251476;3
C01R;-33.35570431;-70.50140633;4
C01R;-33.35571457;-70.50055752;5
C01R;-33.35635406;-70.4998807;6
C01R;-33.35657953;-70.5006261;7
C01R;-33.35693617;-70.50096537;8
C01R;-33.35921754;-70.50099379;9
C01R;-33.36001725;-70.50049166;10
